word,mean,Junior,Senior,CET4,CET6,GEE,GRE,SAT,TOEFL,check
carry,v.  提， 挑， 背； 运送， 运载； 输送， 传送， 传播； 携带， 怀着； 支撑,☆,☆,☆,☆,☆,,,,
cart,n. 运货马车；手推车 vt.  用车装运,,,☆,,☆,,,☆,
cartilage,n.  【解】 软骨,,,,,,,☆,☆,
cartographer,n. 制图师；地图制作者,,,,,,☆,☆,,
carton,"n. 硬纸盒, 纸板箱",,,,,,,,☆,
cartoon,n. 卡通片，[电影] 动画片；连环漫画 v. 为…画漫画,,☆,☆,☆,☆,☆,,☆,
cartridge,n. 弹药筒，打印机的（墨盒）；[摄] 暗盒；笔芯；一卷软片,,,,☆,,,☆,,
carve,v. 雕刻；切开；开创 n. (Carve)人名；(西、瑞典)卡韦,,☆,☆,☆,☆,☆,,☆,
carver,n. 雕刻匠,,,,,,,,☆,
carving,n. 雕刻(品),,,,,,,,☆,
cascade,vi. 倾泻，流注 n.  小瀑布； 倾泻,,,,,,☆,,☆,
cascara,n.  缓泻剂,,,,,,,,☆,
case,n.  事例， 实例； 情况， 事实； 病例； 案件； 箱， 盒； 手提箱,☆,☆,☆,,,,,☆,
cash,n. 现款，现金 v. 将…兑现；支付现款,,☆,☆,,☆,,,☆,
cashier,n. 出纳员；司库；收银员 v. 解雇；抛弃,,,☆,,☆,,,☆,
cassette,n. 盒式磁带；暗盒；珠宝箱；片匣,,☆,☆,,☆,,,☆,
cast,v. 投，抛；计算；浇铸；投射（光、影、视线等） n. 投掷，抛；铸件，[古生] 铸型；演员阵容；脱落物,,☆,☆,☆,☆,☆,,☆,
caste,n. （印度社会中的）种姓；（具有严格等级差别的）社会地位；（排他的）社会团体,,,,,,☆,☆,☆,
castigate,v. 严惩；苛评；矫正；修订,,,,,,☆,☆,,
castigation,n.惩罚，苛评,,,,,,☆,,,
castle,n. 城堡；象棋中的车 v. 置…于城堡中；筑城堡防御,,☆,☆,,☆,,,,
casual,adj.  非正式的， 随便的； 漫不经心的； 漠不关心的， 冷淡的； 偶然的， 碰巧的； 临时的,,☆,☆,☆,☆,☆,☆,☆,
casually,adv.  偶然地； 随便地； 临时地,☆,,,,,,,,
casualty,n. 伤亡人员， 死伤者； 受害人， 损失的东西,,,,☆,☆,☆,☆,☆,
cat,n.  猫； 猫科动物,☆,☆,☆,,☆,,,☆,
catabolism,n. [生化] 分解代谢,,,,,,,☆,,
cataclysm,n. 灾难；大洪水，地震；（社会政治的）大变动,,,,,,☆,☆,,
catalog,n. 目录，目录册；一系列 vt. 将…编入目录， 将编目,,,☆,,☆,☆,☆,☆,
catalogue,n. 目录；（美）大学情况一览 v. 把…编入目录,,☆,☆,☆,☆,,☆,☆,
catalyst,n.  催化剂， 触媒； 促使变化的人,,,,☆,,☆,☆,☆,
catalyze,"v. 催化, 刺激, 促进",,,,,,,,☆,
catapult,n. 弹弓；弹射器,,,,,,☆,,,
cataract,n. [眼科] 白内障；大瀑布；暴雨，洪水；奔流 vt. 倾注,,,,,,,☆,,
catastrophe,n.  灾难， 灾祸； 困难,,☆,,☆,☆,☆,☆,☆,
catastrophic,adj. 灾难的；悲惨的；灾难性的，毁灭性的,,,,,,,☆,☆,
catch,v.  [caught-caught] 抓住， 接住； 偶然撞见； 染上， 感染； 赶上， 追上；,☆,☆,☆,,☆,,,☆,
catchment,"n. 排水,集水",,,,,,,,☆,
cate,"n. 佳肴, 美食",,,,,,,,☆,
catechism,"n. 问答教学法, 问答集",,,,,,,,☆,
categorical,a.无条件的，绝对的；分类的,,,,,,☆,,,
categorically,"adv. 断然地, 明确地",,,,,,,,☆,
categorize,vt.  将…分类， 把…加以分类,,,,,,,,☆,
category,"n. 种类，部属，类目,范畴，类型",,☆,☆,☆,☆,☆,,☆,
cater,v. 投合，迎合；满足需要；提供饮食及服务 n. (Cater)人名；(英)凯特,,☆,☆,☆,☆,☆,,☆,
caterpillar,n.毛毛虫，蝴蝶的幼虫,,,,,,☆,,☆,
catharsis,n.宣泄；情感(受艺术作用而起的)净化,,,,,,☆,,☆,
cathartic,adj. 导泻的；通便的 n. [药] 泻药；[药] 通便药,,,,,,,☆,,
cathedral,n. 总教堂；大教堂,,☆,☆,☆,☆,☆,,☆,
cathode,n. 阴极（电解）,,,,,,,☆,,
catholic,adj. 广泛的，包罗万象的；[C-]天主教的 n.  [C-]天主教,,☆,,☆,☆,☆,,☆,
catholicity,n.  普遍性； 宽容,,,,,,,☆,,
cattle,n. 牛；牲畜（骂人的话）；家畜；无价值的人,,☆,☆,,☆,,,☆,
caucasian,"n. 高加索人 adj. 高加索的, 白种人的",,,,,,,,☆,
caucus,n. 干部会议；核心会议；党团会议 v. 召开干部会议；开核心会议,,,,,,☆,☆,,
caulk,v.填塞(隙缝使不漏水),,,,,,☆,,,
causal,adj. 因果关系的；有原因的 n. 表示原因的连词,,,,,,☆,☆,☆,
cause,v.  使发生， 引起； 使遭受； 给…带来 n. 原因，理由,☆,☆,☆,,,,,☆,
caustic,adj. [化学] 腐蚀性的；[化学] 苛性的；刻薄的；焦散的 n. [助剂] 腐蚀剂；苛性钠；焦散曲线,,,,,,☆,☆,,
cauterize,v.(用腐蚀性物质或烙铁)烧灼(表皮组织)以消毒或止血,,,,,,☆,☆,,
caution,n. 小心， 谨慎 <；警告， 告诫 vt. 警告 <,,☆,☆,☆,☆,,,,
cautionary,a. 劝人谨慎的，警戒的,,,,,,☆,,,
cautious,adj. 十分小心的， 谨慎的,,☆,☆,☆,☆,,,☆,
cavalcade,n. 骑兵队伍,,,,,,☆,,,
cavalier,n.骑士，武士,,,,,,☆,,,
cavalry,n.骑兵部队，装甲部队,,,,,,☆,,☆,
cave,v. 使凹陷，使塌落；在…挖洞穴 n. 洞穴，窑洞,,☆,☆,,☆,,,,
caveat,n.警告，告诫,,,,,,☆,,,
cavendish,"n. (一种压成饼状的)板烟, 烟草饼",,,,,,,,☆,
cavern,n.  大洞穴， 大山洞,,,,,,☆,,☆,
cavil,v. 吹毛求疵；挑剔 n. 吹毛求疵；苛责；无端的指责,,,,,,☆,☆,,
cavity,n.  腔； 洞， 穴， 窟窿； 龋洞,,,,☆,,☆,,☆,
cavort,v.腾越，欢跃,,,,,,☆,,,
cease,v. 停止，停息 n. 停止，停息,,,☆,,☆,,,☆,
cedar,n. 雪松,,,,,,,,☆,
cede,v.割让(土地权利)，放弃,,,,,,☆,,,
ceiling,"n. 天花板, 上限",☆,☆,☆,,☆,,,☆,
celebrate,v.  庆祝， 欢庆； 赞扬， 歌颂,☆,☆,☆,,☆,,☆,☆,
celebrated,adj. 著名的；有名望的 v. 庆祝（celebrate的过去式和过去分词）,,,,,,☆,☆,,
celebration,n. 庆典，庆祝会；庆祝；颂扬,,☆,,,,,,☆,
celebratory,adj. 快乐的,,,,,,,,☆,
celebrity,n. 名望， 著名， 名声；知名人士,,,,,☆,☆,☆,☆,
celerity,n.  敏捷， 快速,,,,,,☆,☆,,
celestial,adj.  天空的， 天上的,,,,,,☆,,☆,
celibacy,n.  独身生活； 禁欲,,,,,,,☆,,
celibate,n. 独身者 adj. 独身的；禁欲的,,,,,,☆,☆,,
cell,n. 细胞；电池；蜂房的巢室；单人小室 vi. 住在牢房或小室中,,☆,☆,,☆,☆,☆,☆,
cellar,n. 地窖；酒窖；地下室 vt. 把…藏入地窖,,☆,☆,☆,☆,☆,,☆,
cellist,n.  大提琴演奏家,,,,,,,,☆,
cello,n.大提琴,,,,,,☆,,,
cellular,adj. 细胞组成的，多孔的,,,,,,,,☆,
cellulose,"n. 纤维素,（植物的）细胞膜质",,,,,,,,☆,
celsius,adj. 摄氏的,,,,,,,,☆,
cement,v. 巩固，加强；用水泥涂；接合 n. 水泥；接合剂,,,☆,☆,☆,☆,,☆,
cementation,n. 粘固,,,,,,,,☆,
cemetery,n. 坟墓，墓地，坟场,,,,☆,☆,☆,,,
cenote,n. 天然井,,,,,,,,☆,
cenotes,n. 天然井,,,,,,,,☆,
cenozoic,"n. 新生代,新生代之岩层 a新生界的",,,,,,,,☆,
censor,v. 审查，检查；检查和删节 n. 检查员；[心理] 潜意识压抑力；信件检查员,,,,☆,,☆,☆,☆,
censorious,adj. 挑剔的；受批判的（名词censoriousness，副词censoriously）,,,,,,,☆,,
censorship,n.  审查； 审查制度,,,,,☆,,☆,,
censure,n. 严厉批评，谴责 v. 严厉批评，正式谴责,,,,,,,☆,,
census,v. 实施统计调查 n. 人口普查，人口调查,,,,☆,☆,☆,☆,☆,
cent,n. 分；一分的硬币；森特（等于半音程的百分之一）,☆,☆,☆,,☆,,,☆,
centaur,n.人头马怪物,,,,,,☆,,,
centenary,n. 一百年；百年纪念 adj. 一百年的,,,,,,,☆,,
centennial,n.  百年纪念,,,,,,,,☆,
center,n. 中心，中央；中锋；中心点 v. 居中，被置于中心 adj. 中央的，位在正中的,☆,,☆,,,,☆,☆,
centigrade,adj. 摄氏温度计的； 百分度的 n. 摄氏温度计； 百分度,,☆,☆,,☆,☆,,☆,
centiliter,n. [计量] 厘升，公勺,,,,,,,☆,,
centimeter,n. 厘米,,,,,☆,,,☆,
centimetre,n. (centimeter)厘米,,☆,☆,,☆,,,,
centipede,n. [无脊椎][中医] 蜈蚣,,,,,,,☆,,
central,adj. 中心的；主要的；中枢的 n. 电话总机,,☆,☆,,,,,☆,
centrality,"n. 中心, 中央",,,,,,,,☆,
centralization,"n. 集中, 中央集权化",,,,,,☆,,☆,
centralize,"v. 集聚, 集中",,,,,,,,☆,
centrally,"adv. 在中心, 在中央",,,,,,,,☆,
centre,v. 以…为中心 n. 中心 adj. 中央的,☆,☆,☆,,☆,,,,
centric,adj.  以…为中心的,,,,,,,,☆,
centrifugal,a. 离心的,,,,,,☆,,,
centripetal,a. 向心的,,,,,,☆,,,
centurion,n.  百人队长， 百夫长,,,,,,☆,☆,,
century,n. 世纪，百年；（板球）一百分,☆,☆,☆,,☆,,,,
cephalic,a. 头的，头部的,,,,,,☆,,,
ceramic,adj. 陶器的 n. 陶瓷制品,,,,☆,,☆,,☆,
ceramics,n.制陶业；陶器,,,,,,☆,,,
cereal,n. 谷类，谷物；谷类食品；谷类植物 adj. 谷类的；谷类制成的,,,,☆,☆,☆,☆,☆,
cerebellum,n. [解剖] 小脑,,,,,,,☆,,
cerebral,adj.  脑的， 大脑的； 理智的,,,,,,☆,☆,☆,
cerebration,n. 思考；精神活动；脑髓作用,,,,,,,☆,,
ceremonial,adj. 仪式的；正式的，礼仪的 n. 仪式，礼节,,,,,,,☆,☆,
ceremonious,adj.  讲究仪式的； 正式的， 隆重的,,,,,,☆,☆,,
ceremony,n. 典礼，仪式；礼节，礼仪；客套，虚礼,,☆,☆,,☆,☆,,☆,
certain,adj. 某一；必然的；确信；无疑的；有把握的 pron. 某些；某几个 n. (Certain)人名；(葡)塞尔塔因；(法)塞尔坦,☆,☆,☆,,☆,,,,
certainly,adv. 当然；行（用于回答）；必定,,☆,☆,,☆,,,,
certainty,n. 必然的事， 确定的事实； 确信， 确实,,,☆,☆,☆,☆,,☆,
certificate,v. 发给证明书；以证书形式授权给…；用证书批准 n. 证书；执照，文凭,,☆,☆,,☆,,,☆,
certification,n. 证书,,,,☆,,☆,,,
certify,v. 证明，证实；发证书(或执照)给,,,,☆,☆,,,,
certitude,n.  确定， 确信； 必然性,,,,,,☆,,☆,
cessation,n.中止，(短暂的)停止,,,,,,☆,☆,☆,
cession,n.  割让， 转让， 【律】 让与  债权,,,,,,☆,☆,,
cetacean,n. 鲸类动物,,,,,,,,☆,
chafe,v.  擦破， 擦痛； 恼怒， 焦躁,,,,,,☆,,☆,
chaff,n.谷物的皮壳，米糠,,,,,,☆,,,
chaffing,a. 玩笑的，嘲弄的,,,,,,☆,,,
chagrin,n. 懊恼；委屈；气愤 v. 使…懊恼,,,,,,☆,☆,☆,
chain,n. 链； vt.  用链条拴住； 联号， 连锁店,,☆,☆,☆,☆,,,☆,
chain store,n.  连锁店,,☆,,,,,,,
chain stores,n.  连锁店,,☆,,,,,,,
chair,n. 椅子；讲座；（会议的）主席位；大学教授的职位 v. 担任（会议的）主席；使…入座；使就任要职,☆,☆,☆,,☆,,,☆,
chairman,n.  主席； 会议主持人； 董事长,☆,☆,☆,,☆,,,,
chairwoman,n. 女主席；女议长,,☆,,,,,,,
chalice,n.大酒杯；圣餐杯,,,,,,☆,,,
chalk,v. 用粉笔写；用白垩粉擦；记录；规划 n. 粉笔；白垩；用粉笔划的记号 adj. 用粉笔写的,☆,☆,☆,,☆,,,☆,
chalky,adj. 白垩的,,,,,,,,☆,
challenge,n. 挑战，邀请比赛；艰巨的任务；怀疑，质问 vt. 反对， 公然反抗； 向…挑战； 对…质疑,☆,☆,☆,☆,☆,,,☆,
challenger,n. 挑战者,,,,,,,,☆,
challenging,adj. 挑战的；引起挑战性兴趣的 v. 要求；质疑；反对；向…挑战；盘问（challenge的ing形式）,,☆,,,,,,,
chamber,n. （身体或器官内的）室，膛；房间；会所 adj. 室内的；私人的，秘密的 v. 把…关在室内；装填（弹药等）,,,☆,,☆,,,☆,
chameleon,n.变色龙，蜥蜴；善变之人,,,,,,☆,,,
champ,v. 咀嚼(变体chump),,,,,,☆,,,
champagne,n. 香槟酒；香槟酒色,,,,☆,☆,,,☆,
champion,n. 冠军；拥护者；战士 v. 支持；拥护 adj. 优胜的；第一流的,☆,☆,☆,☆,☆,☆,☆,☆,
championship,n. 锦标赛，冠军赛,,,,,,☆,,☆,
chance,v.  碰巧， 偶然发生； 冒…的险 n. 机会；可能性，偶然性；偶然的事,☆,☆,☆,,,,,☆,
chancellor,n. 总理（德、奥等的）；（英）大臣；校长（美国某些大学的）；（英）大法官；（美）首席法官,,,,,☆,☆,,,
chandelier,n.枝形吊灯(烛台),,,,,,☆,,,
chandler,n. 杂货零售商,,,,,,,,☆,
change,v. 改变；交换，互换；兑换；换衣，换车 n.  改变， 变化； 更改， 更换；,☆,☆,☆,,,,,,
changeable,adj. 无常的；可改变的；易变的；不定的,,☆,,,,,,☆,
changeover,"n. 转换, 大变更",,,,,,,,☆,
channel,v. 引导； 集中 n. 海峡， 水道；信道， 频道；途径， 渠道,,☆,☆,,☆,,,☆,
chant,vt. 反复有节奏地喊叫；吟诵，咏唱 n. 反复有节奏的喊叫； 赞美诗， 圣歌,☆,☆,,☆,,☆,,☆,
chaos,n. 混乱， 杂乱的一团,,☆,☆,☆,☆,☆,☆,☆,
chaotic,adj.  混乱的， 无秩序的,,,,,,,,☆,
chaotically,adv. 浑沌地,,,,,,,,☆,
chap,n. 小伙子；家伙；龟裂 v. 使皲裂,,,☆,,☆,,,,
chapbook,n. 畅销故事书,,,,,,,,☆,
chapel,n.(附属于教堂或监狱等的)小教堂,,,,☆,,☆,,☆,
chaperone,n. (陪少女上交际场所的)女伴,,,,,,☆,,,
chapter,n. 章，回；（俱乐部、协会等的）分会；人生或历史上的重要时期 vt. 把…分成章节,,☆,☆,,☆,,,☆,
char,v.烧焦；使?燃烧成焦炭,,,,,,☆,,☆,
character,n. 性格，品质；特性；角色；[计] 字符 v. 印，刻；使具有特征,☆,☆,☆,☆,☆,,,☆,
characterise,vt. 表示…的特性； 描述…的特性,,,,,☆,,,,
characteristic,adj. 典型的；特有的；表示特性的 n. 特征；特性；特色,,☆,☆,☆,☆,☆,☆,☆,
characterization,"n. 描述, 人物之创造",,,,,,☆,,☆,
characterize,vt. 成为…的特征， 以…为特征； 描绘的特性， 描述,,,☆,☆,☆,☆,☆,☆,
charade,n.用动作等表演文字意义的字谜游戏,,,,,,☆,,,
charcoal,n. 炭，木炭；生物炭,,,,☆,,,,☆,
charge,n. 费用；电荷；掌管；控告；命令；负载 v. 使充电；使承担；指责；装载；对…索费；向…冲去,,☆,☆,☆,☆,,☆,☆,
chariot,n. 战车,,,,,,,,☆,
charisma,n.  超凡魅力； 感召力； 号召力,,,,,,☆,,☆,
charismatic,adj.  蒙受神恩的； 有超凡魅力的,,,,,,,,☆,
charitable,"adj. 慈善事业的,慷慨的,仁慈的",,,,,,☆,,☆,
charity,n. 救济金， 施舍物； 慈善团体， 慈善事业； 宽大， 宽容,☆,,☆,,☆,☆,,,
charlatan,n. 吹牛者；江湖医生 adj. 骗人的,,,,,,☆,☆,,
charm,n. 迷人的特性，魅力；符咒，咒文 vt. 吸引， 迷住,,,☆,☆,☆,☆,,☆,
charming,adj. 迷人的；可爱的 v. 使陶醉（charm的现在分词）,,,☆,,,,☆,,
chart,n. 图表；海图；图纸；排行榜 v. 绘制…的图表；在海图上标出；详细计划；记录；记述；跟踪（进展或发展,,☆,☆,,☆,,☆,☆,
charter,adj. 包租的， 租用的 n. 宪章，共同纲领；特许状，许可证；包租 vt. 包，租,,,☆,☆,☆,☆,☆,☆,
chary,adj. 小心的，审慎的,,,,,,☆,,☆,
chase,v. 追逐；追捕；试图赢得；雕镂 n. 追逐；追赶；追击,☆,,☆,☆,☆,☆,,☆,
chasm,n. 峡谷；裂口；分歧；深坑,,,,,,☆,☆,,
chaste,adj. 纯洁的；贞洁的；有道德的；朴素的 n. (Chaste)人名；(法)沙斯特,,,,,,☆,☆,☆,
chasten,v. 改正；磨炼,,,,,,☆,,,
chastise,v.（严惩）责打，体罚；谴责,,,,,,☆,☆,,
chastity,n.  纯洁； 贞节； 简洁,,,,,,,☆,,
chat,"n&v.  [chatted-chatted, chatting] 闲谈， 聊天",☆,☆,☆,,☆,,,,
chateau,n. （法国封建时代的）城堡；（尤指法国的）别墅,,,,,,,☆,☆,
chattel,n. 动产；奴隶（常用复数）,,,,,,,☆,,
chatter,v. 喋喋不休 n. 喋喋不休,,,,☆,,,,,
chauvinistic,a.沙文主义的，过分爱国主义的,,,,,,☆,,,
cheap,adj.  便宜的， 廉价的； 劣质的， 低劣的； 卑鄙的， 低级的,☆,☆,☆,,☆,,,☆,
cheapen,"v. 减价, 跌价",,,,,,,,☆,
cheaply,adv. 廉价地；粗俗地,,,,,,,,☆,
cheat,v. 欺骗；作弊；哄，行骗 n. 欺骗， 欺骗行为； 骗子,☆,☆,☆,☆,☆,,,,
cheater,"n. 骗子, 欺诈者, 背叛者",,,,,,,,☆,
check,v. 检查，核对；制止，抑制；在…上打勾 n. <美>支票；制止，抑制；检验，核对,☆,☆,☆,☆,,☆,,☆,
checked,adj.  格子花纹的； 棋盘状的,,,,,,,,☆,
checkered,a. 盛衰无常的,,,,,,☆,,,
cheek,n. 面颊，脸颊；臀部 v. 无礼地向…讲话，对…大胆无礼,,☆,☆,,☆,,,,
cheeky,a. 无礼的，厚颜无耻的,,,,,,☆,,,
cheep,n. 吱吱的叫声 v吱吱地叫,,,,,,,,☆,
cheer,v. 欢呼；使高兴；为…加油 n. 欢呼；愉快；心情；令人愉快的事,☆,☆,☆,,☆,,,☆,
cheerful,adj. 快乐的， 愉快的； 使人感到愉快的,,☆,☆,,,,,☆,
cheerless,adj. 不快活的,,,,,,,,☆,
cheers,v. 感谢；谢谢；再见,,☆,,,,,,,
cheese,n. [食品] 奶酪；干酪；要人 v. 停止 adj. 叛变的；胆小的,☆,☆,☆,,,,,☆,
chef,n. 厨师长， 厨师,,☆,☆,,☆,☆,,,
chemical,n. 化学制品，化学药品 adj. 化学的,,☆,☆,,☆,,,,
chemically,"adv. 用化学, 以化学方法",,,,,,,,☆,
chemist,n. 化学家；化学工作者；药剂师；炼金术士,,☆,☆,,☆,,,☆,
chemistry,n. 化学；化学过程,☆,☆,☆,,☆,,,☆,
chemurgy,"n. [化]农业化工,实用化学",,,,,,,,☆,
cheque,n.  支票,,☆,☆,,☆,,,,
cherish,vt. 珍爱， 珍视； 爱护， 抚育； 抱有， 怀有,,,☆,☆,☆,,☆,☆,
cherry,n. 樱桃；樱桃树；如樱桃的鲜红色；处女膜，处女,,,☆,,☆,,,☆,
cherubic,a.(尤指孩子)胖乎乎而天真无邪的,,,,,,☆,,,
chess,n. 国际象棋，西洋棋,☆,☆,☆,,☆,,,,
chest,n. 胸，胸部；衣柜；箱子；金库,☆,☆,☆,,☆,,,☆,
chestnut,n. 栗子；栗树；栗色,,,,☆,,,,,
chew,n. 咀嚼；咀嚼物 v. 嚼碎，咀嚼,☆,☆,☆,☆,☆,,,☆,
chic,"adj. 别致的, 时髦的",,,,,,☆,,☆,
chicanery,n.  强辩， 强词夺理； 狡辩， 欺骗,,,,,,☆,☆,,
chick,n. 小鸡；小鸟；少妇 adj. 胆小的；懦弱的,,☆,,,,,,☆,
chicken,n. 鸡肉；小鸡；胆小鬼，懦夫 adj. 鸡肉的；胆怯的；幼小的,☆,☆,☆,,☆,,,☆,
chicopee,n. 奇科皮（美国马萨诸塞州西南部城市）,,,,,,,,☆,
chide,v.叱责，指责,,,,,,☆,,,
chief,n. 首领；酋长；主要部分 adj. 首席的；主要的；主任的 adv. 主要地；首要地,,☆,☆,☆,☆,,,☆,
chiefly,"adv. 首要,主要地",,,,,,,,☆,
chihuahua,n. 吉娃娃(一种产于墨西哥的狗),,,,,,,,☆,
child,n. 儿童，小孩，孩子；产物；子孙；幼稚的人；弟子,☆,☆,☆,,,,,,
childhood,n. 童年， 幼年， 早期,,☆,☆,,☆,,,☆,
childish,adj. 孩子的；幼稚的,,,☆,,,,,,
childless,adj. 无儿女的,,,,,,,,☆,
chill,n. 寒冷；寒意；寒心 adj. 寒冷的；冷漠的；扫兴的 v. 冷冻，冷藏；使寒心；使感到冷,,,☆,☆,☆,,,☆,
chilly,adj. 寒冷的；怕冷的 n. (Chilly)人名；(法)希伊,,,,,,,☆,☆,
chimera,n.神话怪物；不可能实现的梦幻,,,,,,☆,,,
chimerical,adj. 空想的，妄想的；荒唐的,,,,,,,☆,,
chimney,"n. 烟囱, 灯罩",,☆,☆,,☆,,,☆,
chimp,n. (非洲)黑猩猩,,,,,,,,☆,
chimpanzee,n.  黑猩猩,,,,,,,,☆,
chin,n. 下巴；聊天；引体向上动作 v. 用下巴夹住；与…聊天；在单杠上作引体向上动作,,,☆,,☆,,,,
china,n. 瓷器 adj. 瓷制的,,,,,☆,,,,
chip,v. 削，凿；削成碎片 n. [电子] 芯片；筹码；碎片；(食物的) 小片; 薄片,☆,,☆,☆,☆,☆,,☆,
chipmunk,n.花栗鼠(像松鼠的美洲小动物),,,,,,☆,,☆,
chipper,a. 充满活力的，愉快的,,,,,,☆,,,
chips,n. [食品] 炸土豆条；小木片；（作赌注用的）圆形筹码；缺口（chip的复数形式）,,☆,,,,,,,
chirp,v. (鸟或虫)唧唧叫,,,,,,☆,,,
chisel,n.凿子；v.凿；欺骗,,,,,,☆,,☆,
chitin,"n. 壳质, 角素",,,,,,,,☆,
chivalrous,adj.  有骑士精神的； 彬彬有礼的， 殷勤的,,,,,,☆,,☆,
chivalry,n. 骑士精神（复数chivalries）；骑士制度,,,,,,,☆,☆,
chlorate,n. [化]氯酸盐,,,,,,,,☆,
chloride,n. [化]氯化物,,,,,,,,☆,
chlorine,n. [化]氯,,,,,,,,☆,
chlorophyll,n. [生化]叶绿素,,,,,,,,☆,
chloroplast,n. [植] 叶绿体,,,,,,,☆,,
chlorosis,"n. 萎黄病, 变色病",,,,,,,,☆,
chocolate,n. 巧克力，巧克力糖；巧克力色 adj. 巧克力色的；巧克力口味的,☆,☆,☆,,☆,,,☆,
choice,n. 选择；选择权；精选品 adj. 精选的；仔细推敲的,☆,☆,☆,☆,,☆,,,
choir,n. 唱诗班；合唱队；舞蹈队 v. 合唱,,☆,,,,☆,☆,☆,
choke,v. 呛；使窒息；阻塞；抑制；扑灭 n. 窒息；噎；[动力] 阻气门,,☆,☆,,☆,☆,,,
cholera,n.  【医】 霍乱,,,,,,,☆,,
choleric,adj. 易怒的；暴躁的；胆汁质的,,,,,,☆,☆,,
cholesterol,n.  胆固醇,,,,☆,,,,☆,
chomp,"v. 大声地咀嚼, 反复咀嚼",,,,,,,,☆,
chondrite,n. 球粒状陨石,,,,,,,,☆,
chondritic,adj. 球粒状陨石的,,,,,,,,☆,
chondrule,n. 陨石球粒,,,,,,,,☆,
choose,v.  [chose-chosen] 选择， 挑选,☆,☆,☆,,,,,☆,
choosy,adj. 好挑剔的,,,,,,,,☆,
chop,vt. 砍， 劈， 斩 n. 排骨； 肉块,☆,,☆,☆,☆,,,☆,
choppy,adj.  波浪起伏的， 不平静的； 不连贯的， 支离破碎的,,,,,,,,☆,
