word,mean,check
ferry,n. 渡船；摆渡；渡口 v. （乘渡船）渡过；用渡船运送；空运,
festival,n. 节日；庆祝，纪念活动；欢乐 adj. 节日的，喜庆的；快乐的,
fetch,v. 取来；接来；到达；吸引 n. 取得；诡计,
fever,n. 发烧，发热；狂热 vt. 使发烧；使狂热；使患热病 vi. 发烧；狂热；患热病,
few,pron.  很少人；　有些，　一些 adj. 很少，几乎没有,
fibre,n. 纤维， 纤维质,
fiction,n.  小说； 虚构， 编造,
field,n. 领域；牧场；旷野；战场；运动场 v. 担任场外队员 adj. 扫描场；田赛的；野生的,
fierce,adj. 凶猛的；猛烈的；暴躁的 n. (Fierce)人名；(英)菲尔斯,
fifteen,n. 十五；十五个；十五人组成的橄榄球队 adj. 十五的 num. 十五,
fifteenth,num. 第十五 n.  十五分之一,
fifth,adj. 第五的；五分之一的 n. 第五；五分之一 num. 第五,
fifty,n. 五十；五十个；编号为50的东西 adj. 五十的；五十个的；众多的,
fight,v. 打架；与…打仗，与…斗争；反对…提案 n. 打架；战斗，斗志,
figure,vi. 出现；合乎情理 n. 数字；人物；算术；体型，风姿；轮廓；画像，塑像；图，图形 vt. 计算； 认为， 猜想,
file,n. 文件；档案；文件夹；锉刀 v. 提出；锉；琢磨；把…归档,
fill,v. 装满，使充满；满足；堵塞；任职 n. 满足；填满的量；装填物,
film,n. 电影；薄膜；胶卷；轻烟 v. 在…上覆以薄膜；把…拍成电影,
final,adj. 最终的；决定性的；不可更改的 n. 决赛；期末考试；当日报纸的末版,
finance,n. 财政，金融；财源，财务情况 vt. 为…提供资金,
find,v. 发现，找到 〔一直在寻找之物〕 n. 〔尤指通过挖掘或水下打捞找到的〕发现物,
fine,adj. 好的；优良的；细小的，精美的；健康的；晴朗的 n. 罚款 v. 罚款；澄清 adv. 很好地；精巧地,
finger,n. 手指；指针，指状物 v. 伸出；用手指拨弄,
fingernail,n.  手指甲,
finish,n. 光洁（度） v. 完成；结束；（被）吃光，（被）喝光,
fire,n. 火；火灾；炮火；炉火；热情；激情；磨难 v. 点燃；解雇；开除；使发光；烧制；激动；放枪,
firefighter,n. 消防队员,
fireplace,n. 壁炉,
firewood,"n. 木柴, 柴火",
firework,n. 爆竹，花炮，烟火,
fireworks,n.  烟火,
firm,adj. 坚定的；牢固的；严格的；结实的 v. 使坚定；使牢固 adv. 稳固地 n. 公司；商号,
firmly,adv. 坚定地，坚决地；坚固地，稳固地,
first,adv. 第一；首先；优先；宁愿 n. 第一；开始；冠军 adj. 第一的；基本的；最早的 num. 第一,
fish,v. 捕鱼，钓鱼；用钩捞取 n. 鱼，鱼类,
fisherman,n. 渔民，渔夫，打鱼人,
fist,n. 拳，拳头；〈口〉笔迹；掌握；[印]指标参见号 vt. 紧握；握成拳；用拳打,
fit,v. 可容纳，装进 adj. 〔尤因经常锻炼而〕健壮的，健康的 n. 〔感情的〕冲动，一阵发作 v. 〔疾病〕发作，突发,
five,n. 五，五个；五美元钞票 num. 五，五个 adj. 五的；五个的,
fix,v. 修理；使固定，安装；安排；找到，确定 n.  解决方法； 困境， 窘境,
flag,v.  无力地下垂， 低垂； 变弱， 疲乏； 精力或力量上的减弱 n. 国旗，旗帜；标志，特征,
flame,v.  燃烧； 闪耀 n. 火舌，火焰；光芒，光辉；强烈的感情,
flaming,adj. 燃烧的；火红的；激昂的 v. 燃烧；变亮；发光（flame的ing形式） n. (Flaming)人名；(法)弗拉曼,
flash,v. 使闪光；反射 n. 闪光，闪现；一瞬间 adj. 闪光的，火速的,
flashlight,n.  手电筒； 闪光信号,
flat,adj. 平的；单调的；不景气的；干脆的；平坦的；扁平的；浅的 adv. （尤指贴着另一表面）平直地；断然地；水平地；直接地，完全地 n. 平地；公寓；平面 vt. 使变平；[音乐]使（音调）下降，尤指降半音 vi. 逐渐变平；[音乐]以降调唱（或奏）,
flee,v.  [fled-fled] 逃离， 逃跑,
flesh,n. 肉；肉体 v. 喂肉给…；使发胖,
flexible,adj.  易弯曲的； 柔韧的； 灵活的， 可变通的,
flight,n. 飞行；班机；逃走 v. 射击；使惊飞,
float,v. 使漂浮；实行 n. 彩车，花车；漂流物；浮舟；浮萍,
flood,v. 淹没；充满；溢出 n. 洪水；泛滥；一大批,
floor,n. 地板，地面；楼层；基底；议员席 v. 铺地板；打倒，击倒；（被困难）难倒,
flour,n. 面粉；粉状物质 v. 撒粉于；把…磨成粉,
flow,v. 流动，涌流；川流不息；飘扬 n. 流动；流量；涨潮，泛滥,
flower,n. 花；精华；开花植物 v. 成熟，发育；开花；繁荣；旺盛,
flu,n.  流行性感冒,
fluency,n. （语言、文章）流利；（技能）娴熟,
fluent,adj. 流畅的，流利的；液态的；畅流的,
fly,v. 乘飞机 v. 〔棒球中〕击腾空球，击高飞球 n. 蝇，苍蝇 adj. 时髦漂亮的,
focus,n. 焦点；中心；清晰；焦距 v. 使集中；使聚焦,
fog,n. 雾；烟雾，尘雾；迷惑 v. 使模糊；使困惑；以雾笼罩,
foggy,adj. 有雾的；模糊的，朦胧的,
fold,v. 折叠；合拢；抱住；笼罩 n. 折痕；信徒；羊栏,
folk,n. 民族；人们；亲属（复数） adj. 民间的,
follow,v. 跟随；遵循；追求；密切注意，注视；注意；倾听 n. 跟随；追随,
following,adj. 下面的；其次的，接着的 n. 下列事物；一批追随者 v. 跟随；沿行（follow的ing形式）,
fond,adj. 喜欢的；温柔的；宠爱的 n. (Fond)人名；(法)丰；(瑞典)丰德,
food,n. 食物，食品；养料，精神食粮,
fool,v. 欺骗；开玩笑；戏弄 n. 傻瓜；愚人；受骗者 adj. 傻的,
foolish,adj. 愚蠢的，荒谬的,
foot,n. 脚；英尺；步调；末尾 v. 步行；跳舞；总计,
football,n. 足球，橄榄球 vi. 踢足球；打橄榄球,
for,prep.  为， 为了； 给， 供； 代替， 代表； 因为， 由于； 就…而言； 往， 向,
forbid,v.  [forbade-forbidden] 不许， 禁止； 妨碍， 阻止,
force,vt. 强迫；用力推动，用力打开 n. 军队， 兵力； 暴力， 武力； 力， 力气； 影响力， 效力,
forecast,v. 预报，预测；预示 n. 预测，预报；预想,
forehead,n. 额头； 前部,
foreign,adj.  外国的， 外国产的； 对外的， 涉外的； 外来的,
foreigner,n. 外地人，外国人,
foresee,vt. 预见， 预知 <,
forest,v. 植树于，使成为森林 n. 森林,
forever,adv. 永远；不断地；常常,
forget,v. 忘记；忽略 n. (Forget)人名；(法)福尔热,
forgetful,adj. 健忘的；不注意的；疏忽的；使遗忘的,
forgive,v. 原谅；免除（债务、义务等）,
fork,n. 叉；餐叉；耙 v. 叉起；使成叉状,
form,n. 形式，形状；形态，外形；方式；表格 v. 构成，组成；排列，组织；产生，塑造,
format,n. 设计； 安排； 样式 vt. 安排版式 <；格式化,
former,adj. 从前的，前者的；前任的 n. 模型，样板；起形成作用的人,
fortnight,n. 两星期， 十四天,
fortunate,adj. 幸运的；侥幸的；吉祥的；带来幸运的,
fortune,n. 财富；命运；运气 vt. 给予财富 vi. 偶然发生,
forty,n. 四十 adj. 四十的；四十个的,
forward,adj. 向前的；早的；迅速的 adv. 向前地；向将来 v. 促进；转寄；运送 n. 前锋,
found,v.  创立， 创办， 创建,
founding,adj. 创办的；发起的 v. [机] 铸造；建造；以…为基础（found的ing形式） n. [机] 铸造；溶解,
fountain,n.  喷泉； 丰富来源， 源泉,
four,num. 四；四个 adj. 四的；四个的 n. (Four)人名；(西)福尔；(法)富尔,
fourteen,num. 十四；十四个；第十四 n. 十四的记号；十四岁；十四点钟；十五世纪,
fourteenth,num. 第十四 n.  十四分之一,
fourth,adj. 第四的，第四个的；四分之一的 n. 第四，月的第四日；四分之一 num. 第四,
fox,v. 欺骗；使变酸 n. 狐狸；狡猾的人,
fragile,adj. 易碎的， 脆的， 易损坏的； 虚弱的， 脆弱的,
fragrant,adj.  芬芳的， 香的,
framework,n.  框架， 构架； 原则， 准则； 机制， 结构,
free,adj. 免费的；自由的，不受约束的；[化学] 游离的 v. 使自由，解放；释放 adv. 自由地；免费 n. (Free)人名；(英)弗里,
freedom,n. 自由，自主；直率,
freeway,n.  高速公路,
freeze,v. （使）结冰，（使）冻结 n. 〔价格、工资等的〕冻结,
freezing,adj. 冰冻的；严寒的；冷冻用的,
frequent,adj. 频繁的；时常发生的；惯常的 v. 常到，常去；时常出入于,
fresh,adj. 新鲜的；清新的；淡水的；无经验的 n. 开始；新生；泛滥 adv. 刚刚，才；最新地,
friction,n.  摩擦； 摩擦力； 矛盾， 冲突,
fridge,n.  电冰箱,
fried,adj. 油炸的，油煎的；喝醉了的 v. 油炸（fry的过去分词）,
friend,"n. 朋友, 赞助者, 助手",
friendly,adj. 友好的；亲切的；支持的；融洽的，和睦的 adv. 友善地；温和地 n. (Friendly)人名；(英)弗兰德利,
friendship,n. 友谊；友爱；友善,
fright,n. 惊吓；惊骇 v. 使惊恐,
frighten,vt.  使惊恐， 吓唬,
frog,n. 青蛙；[铁路] 辙叉；饰扣 v. 捕蛙,
from,prep.  从…来， 出自； 离； 去除， 免掉； 从， 据； 因,
front,n. 前面；正面；前线 v. 面对；朝向；对付 adj. 前面的；正面的 adv. 在前面；向前,
frontier,n. 前沿；边界；国境 adj. 边界的；开拓的,
frost,v. 结霜，蒙上霜 n.  霜； 霜冻； 严寒,
fruit,n.  水果， 果实； 成果， 结果,
frustrate,v. 挫败；阻挠；使感到灰心 adj. 挫败的；无益的,
fry,n. 鱼苗；油炸食物 v. 油炸；油煎,
fuel,vi. 加燃料； 加油 n. 燃料，燃料剂 vt. 给…加燃料；刺激,
full,adj. 完全的，完整的；满的，充满的；丰富的；完美的；丰满的；详尽的 adv. 十分，非常；完全地；整整 v. 把衣服缝得宽大 n. 全部；完整,
fun,n. 乐趣；玩笑；有趣的人或事 adj. 供娱乐用的 vi. 开玩笑,
function,n. 功能；[数] 函数；职责；盛大的集会 v. 运行；活动；行使职责,
fundamental,adj. 基础的，基本的，根本的 n.  基本原则； 基础,
funeral,n. 葬礼；麻烦事 adj. 丧葬的，出殡的,
funny,adj. 有趣的，好笑的，滑稽的；（口）稀奇的，古怪的，奇异的；有病的，不舒服的；狡猾的，欺骗（性）的，可疑的，不光明 n. 滑稽人物；笑话，有趣的故事；滑稽连环漫画栏；（英）（比赛用）单人双桨小艇,
fur,n. 皮，皮子；毛皮；软毛 v. 用毛皮覆盖；使穿毛皮服装,
furnished,adj. 家具，有家具的 v. 供应；装备（furnish的过去分词）,
furniture,n.  〈总称〉 家具,
furry,adj.  毛皮似的； 盖着毛皮的； 生苔的,
future,adj. 将来的，未来的 n.  将来， 今后； 前途， 前景,
gain,n. 增加；利润；收获 v. 获得；增加；赚到,
gale,n. [气象] 大风，狂风；（突发的）一阵,
gallery,n. 画廊；走廊；旁听席；地道 vt. 在…修建走廊；在…挖地道 vi. 挖地道,
gallon,n. 加仑（容量单位）,
game,n. 游戏；比赛 adj. 勇敢的 v. 赌博,
garage,n. 车库；汽车修理厂；飞机库 v. 把……送入车库；把（汽车）开进车库,
garbage,n.  垃圾， 废物； 废话， 无聊的东西； 垃圾箱,
garden,n. 花园；菜园 v. 栽培花木,
gardening,n. 园艺；园林工人的工作,
garlic,n. 大蒜， 蒜头,
garment,n. 衣服，服装；外表，外观 v. 给…穿衣服,
gas,n. 气体；[矿业] 瓦斯；汽油；毒气 v. 加油；毒（死）,
gate,n.  大门； 有大门的出入口； 观众人数， 门票收入,
gather,v. 收集；收割；使…聚集；使…皱起 n. 聚集；衣褶；收获量,
gay,adj. 快乐的；放荡的；艳丽的 n. 同性恋者,
general,adj. 一般的，普通的；普遍的，全体的；笼统的，大体的 n.  将军； 一般原则,
generation,n.  产生， 发生； 生殖， 生育； 一代人， 世代,
generous,adj.  慷慨的， 大方的； 大量的， 丰富的； 宽厚的， 宽宏大量的,
gentle,adj.  温柔的， 慈祥的； 文雅的， 有礼貌的； 温和的， 暖和的,
gentleman,n.  有教养的人， 彬彬有礼的人； 先生， 男士,
geography,n. 地理，地理学,
geometry,n.  几何， 几何学,
gesture,vi. 做手势； 用动作示意 n. 姿势， 姿态； 手势,
get,v.  [got-gotten/got] 获得， 弄到； 收到； 变得； 拿来； 理解， 听到； 到达,
gift,n. 礼物；天赋；赠品 v. 赋予；向…赠送,
gifted,adj. 有天赋的；有才华的 v. 给予（gift的过去分词）,
giraffe,n.  长颈鹿,
girl,n. 女孩；姑娘，未婚女子；女职员，女演员；（男人的）女朋友,
girlfriend,n.  女朋友； 女性朋友,
give,v.  [gave-given] 给予， 赠送； 供给， 提供； 做出， 发出,
glad,adj. 高兴的；乐意的；令人高兴的；灿烂美丽的 vt. 使高兴 n. (Glad)人名；(塞、瑞典)格拉德；(英)格莱德；(法、挪)格拉,
glance,n. 一瞥；一滑；闪光 v. 扫视，匆匆一看；反光；瞥闪，瞥见,
glare,vi. 怒目而视；发射强光，发出刺眼的光线 n. 强光； 怒视， 瞪眼； 炫耀， 张扬,
glass,n. 玻璃；玻璃制品；镜子 v. 反映；给某物加玻璃,
glasshouse,n. 温室；暖房,
globe,n. 地球；地球仪；球体 vt. 使…成球形 vi. 成球状,
glory,n. 光荣，荣誉；赞颂 v. 自豪，骄傲；狂喜,
glove,n. 手套 vt. 给…戴手套,
glue,vt. 胶合，黏合；紧附于 n.  胶， 胶水,
go,v. 走；达到；运转；趋于 n. 去；进行；尝试,
goal,n. 目标；球门，得分数；终点 vi. 攻门，射门得分,
goat,n. 山羊；替罪羊（美俚）；色鬼（美俚）,
god,n. 神；（大写首字母时）上帝 vt. 膜拜，崇拜,
gold,n. 金，黄金；金色；金币 adj. 金的，金制的；金色的,
golden,adj. 金色的，黄金般的；珍贵的；金制的 n. (Golden)人名；(英、法、罗、德、瑞典)戈尔登,
golf,n. 高尔夫球；高尔夫球运动 v. 打高尔夫球,
good,adj. 好的；优良的；愉快的；虔诚的 n. 好处；善行；慷慨的行为 adv. 好,
goodness,int. 天哪 n. 善良，优秀 ；精华，养分,
goods,n. 商品；动产；合意的人；真本领,
goose,n. 鹅；鹅肉；傻瓜；雌鹅 v. 突然加大油门；嘘骂,
govern,v. 管理；支配；统治；控制 n. (Govern)人名；(英)戈文,
government,n. 政府；政体；管辖,
gown,n. 长袍，长外衣；礼服；睡袍；法衣 v. 使穿睡衣,
grade,n. 年级；等级；成绩；级别；阶段 v. 评分；把…分等级,
gradual,adj.  逐渐的， 逐步的； 坡度平缓的， 不陡的,
gradually,adv. 逐步地；渐渐地,
graduate,v. 授予…学位；分等级；标上刻度 n. 研究生；毕业生 adj. 毕业的；研究生的,
graduation,n. 毕业；毕业典礼；刻度，分度；分等级,
grain,"n. 谷物,颗粒 v. 形成(颗粒),(用谷物)喂养",
gram,n. 克；鹰嘴豆（用作饲料）,
grammar,n. 语法； 语法书,
grand,adj. 宏伟的； 重大的； 傲慢的； 派头大的； 绝佳的； 全部的,
grandchild,n. 孙子；孙女；外孙；外孙女,
granddaughter,n. 孙女；外孙女,
grandma,n. 奶奶；外婆,
grandpa,n. 爷爷；外公,
grandparent,n. 祖父母；祖父或祖母；外祖父母；外祖父或外祖母,
grandparents,n. 祖父母（grandparent的复数）；外祖父母,☆
grandson,n. 孙子，外孙子,
granny,n. 奶奶；外婆；婆婆妈妈的人,
grape,n. 葡萄；葡萄酒；葡萄树；葡萄色,
graph,n. 图表；曲线图 v. 用曲线图表示,
grasp,vt. 抓住， 抓紧；掌握， 领会 n. 抓住， 抓紧；掌握， 领会,
